venta_id,fecha,local_id,producto_id,unidades_vendidas,precio_unitario_aplicado,importe_total
79,03/08/2024,1,38,4,"3,5",14
80,04/08/2024,1,1,1,"7,5","7,5"
81,04/08/2024,1,2,1,"11,9","11,9"
82,04/08/2024,1,4,5,"15,9","79,5"
83,04/08/2024,1,6,2,"12,5",25
84,04/08/2024,1,7,3,"12,9","38,7"
85,04/08/2024,1,8,1,"15,9","15,9"
86,04/08/2024,1,9,1,"13,9","13,9"
87,04/08/2024,1,10,1,"13,5","13,5"
88,04/08/2024,1,11,2,"14,9","29,8"
89,04/08/2024,1,12,1,"13,9","13,9"
90,04/08/2024,1,13,3,"12,5","37,5"
91,04/08/2024,1,14,4,"9,9","39,6"
92,04/08/2024,1,15,2,"11,5",23
93,04/08/2024,1,17,3,"12,5","37,5"
94,04/08/2024,1,20,1,"16,9","16,9"
95,04/08/2024,1,21,2,"21,9","43,8"
96,04/08/2024,1,23,2,"15,9","31,8"
97,04/08/2024,1,24,2,"19,9","39,8"
98,04/08/2024,1,25,1,"18,9","18,9"
99,04/08/2024,1,26,1,"16,5","16,5"
100,04/08/2024,1,29,1,"6,9","6,9"
101,04/08/2024,1,31,5,"5,9","29,5"
102,04/08/2024,1,32,2,"3,5",7
103,04/08/2024,1,33,6,"4,9","29,4"
104,04/08/2024,1,34,2,22,44
105,04/08/2024,1,35,2,"3,9","7,8"
106,04/08/2024,1,36,3,"3,2","9,6"
107,04/08/2024,1,37,2,"1,8","3,6"
108,05/08/2024,1,6,1,"12,5","12,5"
109,05/08/2024,1,7,1,"12,9","12,9"
110,05/08/2024,1,10,1,"13,5","13,5"
111,05/08/2024,1,11,2,"14,9","29,8"
112,05/08/2024,1,12,1,"13,9","13,9"
113,05/08/2024,1,13,1,"12,5","12,5"
114,05/08/2024,1,14,2,"9,9","19,8"
115,05/08/2024,1,16,2,"12,9","25,8"
116,05/08/2024,1,18,1,"12,2","12,2"
117,05/08/2024,1,19,2,"15,9","31,8"
118,05/08/2024,1,22,1,"23,9","23,9"
119,05/08/2024,1,23,2,"15,9","31,8"
120,05/08/2024,1,26,1,"16,5","16,5"
121,05/08/2024,1,29,1,"6,9","6,9"
122,05/08/2024,1,30,1,"6,5","6,5"
123,05/08/2024,1,32,1,"3,5","3,5"
124,05/08/2024,1,33,1,"4,9","4,9"
125,05/08/2024,1,34,2,22,44
126,05/08/2024,1,35,2,"3,9","7,8"
127,05/08/2024,1,36,1,"3,2","3,2"
128,05/08/2024,1,37,1,"1,8","1,8"
129,06/08/2024,1,2,2,"11,9","23,8"
130,06/08/2024,1,5,2,"10,9","21,8"
131,06/08/2024,1,7,1,"12,9","12,9"
132,06/08/2024,1,9,1,"13,9","13,9"
133,06/08/2024,1,10,2,"13,5",27
134,06/08/2024,1,12,1,"13,9","13,9"
135,06/08/2024,1,13,1,"12,5","12,5"
136,06/08/2024,1,14,3,"9,9","29,7"
137,06/08/2024,1,17,2,"12,5",25
138,06/08/2024,1,18,1,"12,2","12,2"
139,06/08/2024,1,19,1,"15,9","15,9"
140,06/08/2024,1,20,1,"16,9","16,9"
141,06/08/2024,1,22,1,"23,9","23,9"
142,06/08/2024,1,26,1,"16,5","16,5"
143,06/08/2024,1,27,1,"6,5","6,5"
144,06/08/2024,1,30,2,"6,5",13
145,06/08/2024,1,31,1,"5,9","5,9"
146,06/08/2024,1,32,1,"3,5","3,5"
147,06/08/2024,1,33,2,"4,9","9,8"
148,06/08/2024,1,35,2,"3,9","7,8"
149,06/08/2024,1,36,3,"3,2","9,6"
150,06/08/2024,1,37,4,"1,8","7,2"
151,06/08/2024,1,38,1,"3,5","3,5"
152,07/08/2024,1,4,1,"15,9","15,9"
153,07/08/2024,1,6,2,"12,5",25
154,07/08/2024,1,8,2,"15,9","31,8"
155,07/08/2024,1,9,5,"13,9","69,5"
156,07/08/2024,1,10,1,"13,5","13,5"
157,07/08/2024,1,12,2,"13,9","27,8"
158,07/08/2024,1,13,2,"12,5",25
159,07/08/2024,1,15,5,"11,5","57,5"
160,07/08/2024,1,16,1,"12,9","12,9"
161,07/08/2024,1,17,3,"12,5","37,5"
162,07/08/2024,1,19,1,"15,9","15,9"
163,07/08/2024,1,20,1,"16,9","16,9"
164,07/08/2024,1,21,1,"21,9","21,9"
165,07/08/2024,1,23,1,"15,9","15,9"
166,07/08/2024,1,26,1,"16,5","16,5"
167,07/08/2024,1,28,1,"6,2","6,2"
168,07/08/2024,1,29,2,"6,9","13,8"
169,07/08/2024,1,30,1,"6,5","6,5"
170,07/08/2024,1,31,1,"5,9","5,9"
171,07/08/2024,1,33,2,"4,9","9,8"
172,07/08/2024,1,34,3,22,66
173,07/08/2024,1,36,2,"3,2","6,4"
174,07/08/2024,1,38,1,"3,5","3,5"
175,08/08/2024,1,3,1,"13,5","13,5"
176,08/08/2024,1,4,2,"15,9","31,8"
177,08/08/2024,1,5,2,"10,9","21,8"
178,08/08/2024,1,6,1,"12,5","12,5"
179,08/08/2024,1,7,3,"12,9","38,7"
180,08/08/2024,1,8,2,"15,9","31,8"
181,08/08/2024,1,9,2,"13,9","27,8"
182,08/08/2024,1,10,1,"13,5","13,5"
183,08/08/2024,1,11,2,"14,9","29,8"
184,08/08/2024,1,12,1,"13,9","13,9"
185,08/08/2024,1,13,1,"12,5","12,5"
186,08/08/2024,1,14,2,"9,9","19,8"
187,08/08/2024,1,15,2,"11,5",23
188,08/08/2024,1,16,2,"12,9","25,8"
189,08/08/2024,1,17,2,"12,5",25
190,08/08/2024,1,18,4,"12,2","48,8"
191,08/08/2024,1,19,3,"15,9","47,7"
192,08/08/2024,1,20,1,"16,9","16,9"
193,08/08/2024,1,21,1,"21,9","21,9"
194,08/08/2024,1,23,2,"15,9","31,8"
195,08/08/2024,1,25,1,"18,9","18,9"
196,08/08/2024,1,27,2,"6,5",13
197,08/08/2024,1,28,1,"6,2","6,2"
198,08/08/2024,1,30,2,"6,5",13
199,08/08/2024,1,32,2,"3,5",7
200,08/08/2024,1,33,3,"4,9","14,7"
201,08/08/2024,1,34,1,22,22
202,08/08/2024,1,35,2,"3,9","7,8"
203,08/08/2024,1,36,1,"3,2","3,2"
204,08/08/2024,1,37,2,"1,8","3,6"
205,08/08/2024,1,38,4,"3,5",14
206,09/08/2024,1,1,2,"7,5",15
207,09/08/2024,1,2,1,"11,9","11,9"
208,09/08/2024,1,5,3,"10,9","32,7"
209,09/08/2024,1,7,2,"12,9","25,8"
210,09/08/2024,1,8,4,"15,9","63,6"
211,09/08/2024,1,9,1,"13,9","13,9"
212,09/08/2024,1,10,2,"13,5",27
213,09/08/2024,1,11,3,"14,9","44,7"
214,09/08/2024,1,12,2,"13,9","27,8"
215,09/08/2024,1,13,3,"12,5","37,5"
216,09/08/2024,1,14,2,"9,9","19,8"
217,09/08/2024,1,15,4,"11,5",46
218,09/08/2024,1,16,4,"12,9","51,6"
219,09/08/2024,1,17,2,"12,5",25
220,09/08/2024,1,18,4,"12,2","48,8"
221,09/08/2024,1,19,2,"15,9","31,8"
222,09/08/2024,1,25,2,"18,9","37,8"
223,09/08/2024,1,26,4,"16,5",66
224,09/08/2024,1,28,2,"6,2","12,4"
225,09/08/2024,1,29,1,"6,9","6,9"
226,09/08/2024,1,31,1,"5,9","5,9"
227,09/08/2024,1,32,3,"3,5","10,5"
228,09/08/2024,1,33,1,"4,9","4,9"
229,09/08/2024,1,34,4,22,88
230,09/08/2024,1,35,6,"3,9","23,4"
231,09/08/2024,1,36,1,"3,2","3,2"
232,09/08/2024,1,38,4,"3,5",14
233,10/08/2024,1,1,1,"7,5","7,5"
234,10/08/2024,1,2,3,"11,9","35,7"
235,10/08/2024,1,3,4,"13,5",54
236,10/08/2024,1,5,2,"10,9","21,8"
237,10/08/2024,1,6,1,"12,5","12,5"
238,10/08/2024,1,7,5,"12,9","64,5"
239,10/08/2024,1,8,3,"15,9","47,7"
240,10/08/2024,1,9,3,"13,9","41,7"
241,10/08/2024,1,10,5,"13,5","67,5"
242,10/08/2024,1,11,4,"14,9","59,6"
243,10/08/2024,1,12,2,"13,9","27,8"
244,10/08/2024,1,13,2,"12,5",25
245,10/08/2024,1,14,2,"9,9","19,8"
246,10/08/2024,1,16,1,"12,9","12,9"
247,10/08/2024,1,17,3,"12,5","37,5"
248,10/08/2024,1,18,3,"12,2","36,6"
249,10/08/2024,1,19,2,"15,9","31,8"
250,10/08/2024,1,20,3,"16,9","50,7"
251,10/08/2024,1,21,3,"21,9","65,7"
252,10/08/2024,1,22,1,"23,9","23,9"
253,10/08/2024,1,23,1,"15,9","15,9"
254,10/08/2024,1,24,2,"19,9","39,8"
255,10/08/2024,1,25,1,"18,9","18,9"
256,10/08/2024,1,26,1,"16,5","16,5"
257,10/08/2024,1,27,1,"6,5","6,5"
258,10/08/2024,1,29,1,"6,9","6,9"
259,10/08/2024,1,30,1,"6,5","6,5"
260,10/08/2024,1,31,2,"5,9","11,8"
261,10/08/2024,1,32,7,"3,5","24,5"
262,10/08/2024,1,33,5,"4,9","24,5"
263,10/08/2024,1,34,5,22,110
264,10/08/2024,1,35,3,"3,9","11,7"
265,10/08/2024,1,36,2,"3,2","6,4"
266,10/08/2024,1,38,1,"3,5","3,5"
267,11/08/2024,1,2,1,"11,9","11,9"
268,11/08/2024,1,7,1,"12,9","12,9"
269,11/08/2024,1,9,1,"13,9","13,9"
270,11/08/2024,1,10,1,"13,5","13,5"
271,11/08/2024,1,11,1,"14,9","14,9"
272,11/08/2024,1,12,3,"13,9","41,7"
273,11/08/2024,1,13,2,"12,5",25
274,11/08/2024,1,14,3,"9,9","29,7"
275,11/08/2024,1,15,2,"11,5",23
276,11/08/2024,1,16,1,"12,9","12,9"
277,11/08/2024,1,17,1,"12,5","12,5"
278,11/08/2024,1,18,3,"12,2","36,6"
279,11/08/2024,1,19,4,"15,9","63,6"
280,11/08/2024,1,21,2,"21,9","43,8"
281,11/08/2024,1,22,1,"23,9","23,9"
282,11/08/2024,1,23,1,"15,9","15,9"
283,11/08/2024,1,27,1,"6,5","6,5"
284,11/08/2024,1,28,3,"6,2","18,6"
285,11/08/2024,1,29,3,"6,9","20,7"
286,11/08/2024,1,30,1,"6,5","6,5"
287,11/08/2024,1,32,1,"3,5","3,5"
288,11/08/2024,1,33,2,"4,9","9,8"
289,11/08/2024,1,34,3,22,66
290,11/08/2024,1,35,2,"3,9","7,8"
291,11/08/2024,1,36,4,"3,2","12,8"
292,11/08/2024,1,37,2,"1,8","3,6"
293,11/08/2024,1,38,1,"3,5","3,5"
294,12/08/2024,1,1,1,"7,5","7,5"
295,12/08/2024,1,2,1,"11,9","11,9"
296,12/08/2024,1,3,2,"13,5",27
297,12/08/2024,1,4,1,"15,9","15,9"
298,12/08/2024,1,5,1,"10,9","10,9"
299,12/08/2024,1,6,2,"12,5",25
300,12/08/2024,1,7,1,"12,9","12,9"
301,12/08/2024,1,10,2,"13,5",27
302,12/08/2024,1,11,2,"14,9","29,8"
303,12/08/2024,1,14,1,"9,9","9,9"
304,12/08/2024,1,15,1,"11,5","11,5"
305,12/08/2024,1,16,1,"12,9","12,9"
306,12/08/2024,1,17,3,"12,5","37,5"
307,12/08/2024,1,18,1,"12,2","12,2"
308,12/08/2024,1,19,1,"15,9","15,9"
309,12/08/2024,1,20,3,"16,9","50,7"
310,12/08/2024,1,23,1,"15,9","15,9"
311,12/08/2024,1,26,1,"16,5","16,5"
312,12/08/2024,1,27,1,"6,5","6,5"
313,12/08/2024,1,28,2,"6,2","12,4"
314,12/08/2024,1,30,1,"6,5","6,5"
315,12/08/2024,1,31,1,"5,9","5,9"
316,12/08/2024,1,32,1,"3,5","3,5"
317,12/08/2024,1,33,1,"4,9","4,9"
318,12/08/2024,1,34,2,22,44
319,12/08/2024,1,35,2,"3,9","7,8"
320,12/08/2024,1,36,2,"3,2","6,4"
321,12/08/2024,1,38,2,"3,5",7
322,13/08/2024,1,2,1,"11,9","11,9"
323,13/08/2024,1,7,3,"12,9","38,7"
324,13/08/2024,1,8,2,"15,9","31,8"
325,13/08/2024,1,11,3,"14,9","44,7"
326,13/08/2024,1,13,2,"12,5",25
327,13/08/2024,1,14,1,"9,9","9,9"
328,13/08/2024,1,15,3,"11,5","34,5"
329,13/08/2024,1,16,2,"12,9","25,8"
330,13/08/2024,1,17,1,"12,5","12,5"
331,13/08/2024,1,18,4,"12,2","48,8"
332,13/08/2024,1,19,1,"15,9","15,9"
333,13/08/2024,1,22,1,"23,9","23,9"
334,13/08/2024,1,23,1,"15,9","15,9"
335,13/08/2024,1,25,1,"18,9","18,9"
336,13/08/2024,1,28,2,"6,2","12,4"
337,13/08/2024,1,29,2,"6,9","13,8"
338,13/08/2024,1,32,3,"3,5","10,5"
339,13/08/2024,1,34,2,22,44
340,13/08/2024,1,37,1,"1,8","1,8"
341,13/08/2024,1,38,2,"3,5",7
342,14/08/2024,1,1,1,"7,5","7,5"
343,14/08/2024,1,2,1,"11,9","11,9"
344,14/08/2024,1,3,1,"13,5","13,5"
345,14/08/2024,1,5,1,"10,9","10,9"
346,14/08/2024,1,6,1,"12,5","12,5"
347,14/08/2024,1,7,2,"12,9","25,8"
348,14/08/2024,1,8,2,"15,9","31,8"
349,14/08/2024,1,9,1,"13,9","13,9"
350,14/08/2024,1,10,2,"13,5",27
351,14/08/2024,1,12,3,"13,9","41,7"
352,14/08/2024,1,13,1,"12,5","12,5"
353,14/08/2024,1,14,1,"9,9","9,9"
354,14/08/2024,1,16,2,"12,9","25,8"
355,14/08/2024,1,18,1,"12,2","12,2"
356,14/08/2024,1,25,1,"18,9","18,9"
357,14/08/2024,1,26,2,"16,5",33
358,14/08/2024,1,31,2,"5,9","11,8"
359,14/08/2024,1,32,2,"3,5",7
360,14/08/2024,1,33,2,"4,9","9,8"
361,14/08/2024,1,34,2,22,44
362,14/08/2024,1,35,1,"3,9","3,9"
363,14/08/2024,1,36,1,"3,2","3,2"
364,14/08/2024,1,37,1,"1,8","1,8"
365,14/08/2024,1,38,4,"3,5",14
366,15/08/2024,1,2,1,"11,9","11,9"
367,15/08/2024,1,4,2,"15,9","31,8"
368,15/08/2024,1,5,1,"10,9","10,9"
369,15/08/2024,1,7,4,"12,9","51,6"
370,15/08/2024,1,8,5,"15,9","79,5"
371,15/08/2024,1,9,1,"13,9","13,9"
372,15/08/2024,1,10,2,"13,5",27
373,15/08/2024,1,11,3,"14,9","44,7"
374,15/08/2024,1,12,1,"13,9","13,9"
375,15/08/2024,1,13,1,"12,5","12,5"
376,15/08/2024,1,14,2,"9,9","19,8"
377,15/08/2024,1,15,2,"11,5",23
378,15/08/2024,1,17,5,"12,5","62,5"
379,15/08/2024,1,18,3,"12,2","36,6"
380,15/08/2024,1,19,2,"15,9","31,8"
381,15/08/2024,1,20,1,"16,9","16,9"
382,15/08/2024,1,21,3,"21,9","65,7"
383,15/08/2024,1,23,1,"15,9","15,9"
384,15/08/2024,1,24,2,"19,9","39,8"
385,15/08/2024,1,27,1,"6,5","6,5"
386,15/08/2024,1,28,1,"6,2","6,2"
387,15/08/2024,1,33,2,"4,9","9,8"
388,15/08/2024,1,35,1,"3,9","3,9"
389,15/08/2024,1,36,1,"3,2","3,2"
390,15/08/2024,1,37,3,"1,8","5,4"
391,15/08/2024,1,38,2,"3,5",7
392,16/08/2024,1,7,1,"12,9","12,9"
393,16/08/2024,1,8,2,"15,9","31,8"
394,16/08/2024,1,9,1,"13,9","13,9"
395,16/08/2024,1,10,1,"13,5","13,5"
396,16/08/2024,1,11,3,"14,9","44,7"
397,16/08/2024,1,15,1,"11,5","11,5"
398,16/08/2024,1,16,2,"12,9","25,8"
399,16/08/2024,1,17,4,"12,5",50
400,16/08/2024,1,19,2,"15,9","31,8"
401,16/08/2024,1,21,2,"21,9","43,8"
402,16/08/2024,1,22,1,"23,9","23,9"
403,16/08/2024,1,24,2,"19,9","39,8"
404,16/08/2024,1,25,2,"18,9","37,8"
405,16/08/2024,1,28,2,"6,2","12,4"
406,16/08/2024,1,31,3,"5,9","17,7"
407,16/08/2024,1,32,3,"3,5","10,5"
408,16/08/2024,1,33,1,"4,9","4,9"
409,16/08/2024,1,34,2,22,44
410,16/08/2024,1,35,5,"3,9","19,5"
411,16/08/2024,1,36,4,"3,2","12,8"
412,16/08/2024,1,37,3,"1,8","5,4"
413,17/08/2024,1,1,1,"7,5","7,5"
414,17/08/2024,1,2,1,"11,9","11,9"
415,17/08/2024,1,3,1,"13,5","13,5"
416,17/08/2024,1,4,1,"15,9","15,9"
417,17/08/2024,1,5,3,"10,9","32,7"
418,17/08/2024,1,6,3,"12,5","37,5"
419,17/08/2024,1,7,2,"12,9","25,8"
420,17/08/2024,1,8,1,"15,9","15,9"
421,17/08/2024,1,9,2,"13,9","27,8"
422,17/08/2024,1,10,3,"13,5","40,5"
423,17/08/2024,1,11,2,"14,9","29,8"
424,17/08/2024,1,13,1,"12,5","12,5"
425,17/08/2024,1,14,2,"9,9","19,8"
426,17/08/2024,1,15,1,"11,5","11,5"
427,17/08/2024,1,16,2,"12,9","25,8"
428,17/08/2024,1,17,8,"12,5",100
429,17/08/2024,1,18,2,"12,2","24,4"
430,17/08/2024,1,19,1,"15,9","15,9"
431,17/08/2024,1,20,2,"16,9","33,8"
432,17/08/2024,1,22,1,"23,9","23,9"
433,17/08/2024,1,23,1,"15,9","15,9"
434,17/08/2024,1,25,1,"18,9","18,9"
435,17/08/2024,1,26,3,"16,5","49,5"
436,17/08/2024,1,27,2,"6,5",13
437,17/08/2024,1,30,1,"6,5","6,5"
438,17/08/2024,1,31,2,"5,9","11,8"
439,17/08/2024,1,32,2,"3,5",7
440,17/08/2024,1,33,1,"4,9","4,9"
441,17/08/2024,1,34,3,22,66
442,17/08/2024,1,35,2,"3,9","7,8"
443,17/08/2024,1,36,5,"3,2",16
444,17/08/2024,1,37,6,"1,8","10,8"
445,17/08/2024,1,38,4,"3,5",14
446,18/08/2024,1,3,1,"13,5","13,5"
447,18/08/2024,1,4,1,"15,9","15,9"
448,18/08/2024,1,5,1,"10,9","10,9"
449,18/08/2024,1,6,1,"12,5","12,5"
450,18/08/2024,1,7,2,"12,9","25,8"
451,18/08/2024,1,8,1,"15,9","15,9"
452,18/08/2024,1,10,1,"13,5","13,5"
453,18/08/2024,1,12,2,"13,9","27,8"
454,18/08/2024,1,14,4,"9,9","39,6"
455,18/08/2024,1,15,1,"11,5","11,5"
456,18/08/2024,1,16,1,"12,9","12,9"
457,18/08/2024,1,17,2,"12,5",25
458,18/08/2024,1,19,2,"15,9","31,8"
459,18/08/2024,1,20,2,"16,9","33,8"
460,18/08/2024,1,21,1,"21,9","21,9"
461,18/08/2024,1,24,1,"19,9","19,9"
462,18/08/2024,1,25,3,"18,9","56,7"
463,18/08/2024,1,26,1,"16,5","16,5"
464,18/08/2024,1,27,2,"6,5",13
465,18/08/2024,1,30,1,"6,5","6,5"
466,18/08/2024,1,32,4,"3,5",14
467,18/08/2024,1,33,5,"4,9","24,5"
468,18/08/2024,1,34,4,22,88
469,18/08/2024,1,35,1,"3,9","3,9"
470,18/08/2024,1,36,1,"3,2","3,2"
471,18/08/2024,1,37,4,"1,8","7,2"
472,18/08/2024,1,38,4,"3,5",14
473,19/08/2024,1,3,2,"13,5",27
474,19/08/2024,1,5,1,"10,9","10,9"
475,19/08/2024,1,7,1,"12,9","12,9"
476,19/08/2024,1,8,1,"15,9","15,9"
477,19/08/2024,1,9,1,"13,9","13,9"
478,19/08/2024,1,11,1,"14,9","14,9"
479,19/08/2024,1,12,3,"13,9","41,7"
480,19/08/2024,1,13,2,"12,5",25
481,19/08/2024,1,15,2,"11,5",23
482,19/08/2024,1,16,3,"12,9","38,7"
483,19/08/2024,1,17,1,"12,5","12,5"
484,19/08/2024,1,18,2,"12,2","24,4"
485,19/08/2024,1,19,4,"15,9","63,6"
486,19/08/2024,1,20,1,"16,9","16,9"
487,19/08/2024,1,21,2,"21,9","43,8"
488,19/08/2024,1,23,1,"15,9","15,9"
489,19/08/2024,1,29,1,"6,9","6,9"
490,19/08/2024,1,32,1,"3,5","3,5"
491,19/08/2024,1,34,3,22,66
492,19/08/2024,1,35,2,"3,9","7,8"
493,19/08/2024,1,36,2,"3,2","6,4"
494,19/08/2024,1,37,2,"1,8","3,6"
495,19/08/2024,1,38,2,"3,5",7
496,20/08/2024,1,3,2,"13,5",27
497,20/08/2024,1,4,1,"15,9","15,9"
498,20/08/2024,1,5,1,"10,9","10,9"
499,20/08/2024,1,7,3,"12,9","38,7"
500,20/08/2024,1,8,1,"15,9","15,9"
501,20/08/2024,1,10,3,"13,5","40,5"
502,20/08/2024,1,13,2,"12,5",25
503,20/08/2024,1,14,1,"9,9","9,9"
504,20/08/2024,1,15,2,"11,5",23
505,20/08/2024,1,16,3,"12,9","38,7"
506,20/08/2024,1,17,3,"12,5","37,5"
507,20/08/2024,1,18,1,"12,2","12,2"
508,20/08/2024,1,19,1,"15,9","15,9"
509,20/08/2024,1,20,1,"16,9","16,9"
510,20/08/2024,1,22,2,"23,9","47,8"
511,20/08/2024,1,23,1,"15,9","15,9"
512,20/08/2024,1,25,1,"18,9","18,9"
513,20/08/2024,1,26,2,"16,5",33
514,20/08/2024,1,32,2,"3,5",7
515,20/08/2024,1,33,1,"4,9","4,9"
516,20/08/2024,1,34,1,22,22
517,20/08/2024,1,35,1,"3,9","3,9"
518,20/08/2024,1,36,5,"3,2",16
519,20/08/2024,1,37,1,"1,8","1,8"
520,20/08/2024,1,38,2,"3,5",7
521,21/08/2024,1,1,4,"7,5",30
522,21/08/2024,1,7,2,"12,9","25,8"
523,21/08/2024,1,8,1,"15,9","15,9"
524,21/08/2024,1,9,2,"13,9","27,8"
525,21/08/2024,1,10,1,"13,5","13,5"
526,21/08/2024,1,11,3,"14,9","44,7"
527,21/08/2024,1,12,2,"13,9","27,8"
528,21/08/2024,1,13,2,"12,5",25
529,21/08/2024,1,14,2,"9,9","19,8"
530,21/08/2024,1,16,5,"12,9","64,5"
531,21/08/2024,1,18,3,"12,2","36,6"
532,21/08/2024,1,19,1,"15,9","15,9"
533,21/08/2024,1,20,2,"16,9","33,8"
534,21/08/2024,1,21,1,"21,9","21,9"
535,21/08/2024,1,22,1,"23,9","23,9"
536,21/08/2024,1,23,1,"15,9","15,9"
537,21/08/2024,1,26,2,"16,5",33
538,21/08/2024,1,27,1,"6,5","6,5"
539,21/08/2024,1,28,1,"6,2","6,2"
540,21/08/2024,1,29,4,"6,9","27,6"
541,21/08/2024,1,30,3,"6,5","19,5"
542,21/08/2024,1,31,1,"5,9","5,9"
543,21/08/2024,1,32,1,"3,5","3,5"
544,21/08/2024,1,33,2,"4,9","9,8"
545,21/08/2024,1,34,6,22,132
546,21/08/2024,1,35,3,"3,9","11,7"
547,21/08/2024,1,36,1,"3,2","3,2"
548,21/08/2024,1,37,2,"1,8","3,6"
549,21/08/2024,1,38,1,"3,5","3,5"
550,22/08/2024,1,1,1,"7,5","7,5"
551,22/08/2024,1,3,2,"13,5",27
552,22/08/2024,1,4,1,"15,9","15,9"
553,22/08/2024,1,5,1,"10,9","10,9"
554,22/08/2024,1,6,1,"12,5","12,5"
555,22/08/2024,1,7,2,"12,9","25,8"
556,22/08/2024,1,8,1,"15,9","15,9"
557,22/08/2024,1,9,3,"13,9","41,7"
558,22/08/2024,1,10,4,"13,5",54
559,22/08/2024,1,11,2,"14,9","29,8"
560,22/08/2024,1,12,2,"13,9","27,8"
561,22/08/2024,1,13,1,"12,5","12,5"
562,22/08/2024,1,14,3,"9,9","29,7"
563,22/08/2024,1,15,3,"11,5","34,5"
564,22/08/2024,1,16,1,"12,9","12,9"
565,22/08/2024,1,17,1,"12,5","12,5"
566,22/08/2024,1,18,1,"12,2","12,2"
567,22/08/2024,1,19,2,"15,9","31,8"
568,22/08/2024,1,20,1,"16,9","16,9"
569,22/08/2024,1,21,2,"21,9","43,8"
